	A549 P3	A549 P4	A549 P6	BJ P5	BJ P6	BJ P8	Caco2 P7	Caco2 P8	Caco2 P9	Hep2G P4	Hep2G P5	Hep2G P7	RT4 P4	RT4 P6	RT4 P7	SK-Mel 24 P10	SK-Mel 24 P8	SK-Mel 24 P9	SK-Mel 28 P10	SK-Mel 28 P8	SK-Mel 28 P9	U2-OS P5	U2-OS P6	U2-OS P7	U251 P4	U251 P5	U251 P6
ENSG00000058063	12.3701	9.8849	9.5078	15.6433	17.469	12.5534	21.3482	13.8634	21.5791	0.33961	1.1025	1.0915	22.8701	18.9781	20.3302	17.6236	16.3887	23.0024	31.8027	26.6148	36.597	41.2377	49.2498	39.9291	26.8667	55.3439	43.6268
ENSG00000058085	9.0396	14.1197	29.8119	0.59246	0.62476	1.9064	12.6426	51.3387	25.869	0.01683	0.018293	0	113.8479	143.4247	83.3559	0.4296	0.63148	0.58944	0.047051	0.084567	0.12126	41.5843	11.4485	16.3978	1.2405	1.5335	1.3733
ENSG00000058091	0.44254	0.17274	0.14913	5.3592	5.6498	6.3805	0.88422	0.3482	0.72128	0.015098	0	0.0086317	2.0755	2.6155	2.1322	23.351	23.12	25.0625	3.2512	3.6321	4.3544	83.0428	85.841	85.5686	15.6742	27.1958	22.0326
ENSG00000058262	123.8153	129.9881	126.8088	247.8164	257.1337	271.71	110.6898	110.959	174.9322	4.3327	7.2794	4.4566	166.8309	158.8343	106.9555	248.1373	231.3705	243.5169	262.3295	249.5587	244.6058	183.567	145.4675	154.1434	138.1194	146.3142	163.3447
ENSG00000058272	26.0409	22.2697	26.6387	21.2946	23.1026	30.4172	15.5928	6.8942	16.9302	27.7049	10.929	11.1289	22.9302	23.1985	15.7046	26.0494	23.6285	34.4966	18.3485	17.2753	20.2467	31.5186	29.7157	23.8714	17.8385	34.5228	28.0653
ENSG00000058335	0.094716	0.10659	0.13903	0.14426	0.18041	0.24852	0	0.052974	0	0	0.059891	0.045943	0.37686	0.43572	0.25106	0.60577	0.35146	0.22952	9.543	9.9385	7.8437	13.1316	10.1186	11.9201	0.47734	0.62979	0.56633
ENSG00000058404	0.17488	0.29249	0.13117	0.17636	0.092824	0.020746	0	0.019813	0.13218	0.2705	0.28649	0.11663	0.13438	0	0.06625	0.15601	0.44785	0.083044	0.012147	0.13243	0	0.084685	0.74207	0.49507	0.053954	0.16596	0.07996
ENSG00000058453	0.34491	0.5279	0.34801	1.0996	0.54645	0.8461	0.45255	0.20673	0.2492	0.15643	0.33547	0.39895	0.63358	0.50775	0.51289	1.0137	0.51479	0.58768	7.3019	5.0246	2.2816	0.44172	1.1665	1.8483	1.2876	0.40792	1.1746
ENSG00000058600	14.1737	14.9465	12.6805	7.1674	6.8223	11.5278	15.7323	14.6781	16.3534	2.3558	2.1645	2.5534	8.803	9.2735	5.2363	14.3175	11.5141	10.1601	17.2522	16.4572	19.2447	17.9361	10.8995	16.9178	15.9408	11.7436	20.1995
ENSG00000058668	6.4851	7.3482	8.9322	55.3735	82.4675	127.7419	1.6172	0.53731	3.3276	0.081401	0.14774	0.10354	1.1943	0.8591	0.34625	12.9501	13.8792	12.1291	60.2025	68.59	68.7793	9.6638	16.1715	15.5898	13.8652	26.5387	21.5142
ENSG00000058673	49.8832	41.1153	42.7589	54.2733	59.9998	48.1449	48.3981	27.4147	41.015	1.8985	7.4792	5.2196	57.2603	67.2047	51.9447	46.5949	43.5371	56.3028	50.1326	59.265	62.8577	69.0131	68.9815	64.1397	44.8462	58.0589	51.5628
ENSG00000058729	19.4554	19.1531	17.0417	22.665	21.2004	16.4021	29.8973	30.9093	26.8315	6.1297	22.9836	21.3123	16.4583	15.0924	15.9197	17.165	14.3339	25.0547	23.716	24.3497	25.1311	31.9626	31.367	22.5034	16.9475	30.1079	21.0141
ENSG00000058799	11.3559	6.251	5.3036	8.3349	5.8685	11.6699	11.3681	6.6413	11.0832	0.88106	4.6427	3.715	6.4517	9.1336	6.9359	13.1634	12.017	10.2933	18.839	14.7032	12.1997	6.9523	8.563	11.9295	7.9344	11.3271	8.3915
ENSG00000058804	29.93	29.4888	28.1473	4.1153	3.6674	12.1576	27.419	20.4112	30.4444	1.2776	5.1167	6.2847	32.1823	20.7455	16.7504	20.8658	14.1625	26.2416	32.3117	26.8174	35.4298	40.5078	37.4951	28.1588	27.0871	44.9356	42.4214
ENSG00000058866	3.9345	3.4179	3.0261	0.019286	0	0	0.033365	0.060406	0.10304	0.14013	0.31552	0.22203	0	0	0.015156	3.5194	3.4509	2.9976	2.3988	2.8764	3.2103	1.1258	0.55093	0.67949	0.86242	1.3531	0.93293
ENSG00000059122	5.3296	7.6664	9.9696	12.8329	7.2472	12.5972	3.0776	1.5164	2.775	0.41938	0.15693	0.067615	3.0617	4.7578	4.2645	12.2644	7.6691	7.3157	18.5973	18.2032	4.8217	3.4864	5.7173	5.7106	11.9595	5.1203	13.7235
ENSG00000059145	1.2009	2.3674	1.4019	1.1789	0.51214	1.5848	1.0551	1.5649	2.4429	1.3389e-06	0.03085	0.14472	0.5814	0.41283	0.40642	2.2754	1.6799	1.3697	1.9383	0.86466	0.39284	2.2198	3.5617	4.962	1.287	1.3398	3.5757
ENSG00000059377	35.3789	25.8507	17.1413	0	0.11329	0	0	0	0	8.7321e-08	2.3104e-08	0.030792	0	0	0	119.4331	147.1179	100.1788	0.071747	0.21393	0.77089	0.23055	0.15276	0.23154	1.0645	1.1004	1.4628
ENSG00000059378	0.29841	0.43663	0.1705	0.68651	0.38628	0.29746	0.83011	0.46036	0.24783	0.2229	0.27988	0.58974	0.98122	1.2915	1.1023	0.90696	1.5248	1.2294	0.56355	0	0.33085	0.57559	0.46665	0.39698	2.1456	3.2761	2.2735
ENSG00000059573	71.8539	66.4147	65.2523	80.876	85.6397	67.9432	105.966	84.4256	111.8781	21.3944	66.057	47.2771	37.7417	32.9818	30.5688	95.2157	84.9726	90.2711	42.8985	39.7864	42.047	49.0857	47.8722	44.8356	75.3603	69.959	73.3019
ENSG00000059588	16.1254	13.9654	12.7399	1.569	1.8146	2.8929	4.412	1.7184	5.5489	0.57944	0.23933	0.34699	5.1035	5.4711	3.0517	9.315	10.7607	12.8671	7.7158	9.094	9.9568	0.94923	1.0603	0.74092	8.6153	16.558	13.9916
ENSG00000059691	14.8493	13.595	13.0538	14.0879	18.8021	22.7063	12.1874	15.9218	17.6365	2.0164	7.3522	7.5943	15.1664	13.3754	11.0499	18.455	17.1537	16.0302	17.5037	18.7237	18.9726	15.7949	12.4366	11.7174	12.5133	12.1009	13.7929
ENSG00000059728	1.4479	1.1635	1.0617	2.2942	2.4801	0.84708	6.8169	3.2809	5.1682	0.24466	0.83476	0.5929	1.9028	2.0409	1.868	1.441	1.4217	1.8926	2.3816	1.5987	1.8791	0.79245	0.97036	0.64346	2.8323	6.1617	7.7983
ENSG00000059758	17.0247	13.2241	16.921	12.7211	13.8869	14.8336	6.5105	2.4493	8.0739	0.40228	0.85559	0.54006	7.7387	8.2224	7.5654	12.2319	15.0592	13.1382	23.701	20.957	29.1419	14.0911	13.886	12.5296	8.263	12.3818	12.1785
ENSG00000059769	3.7014	4.3089	3.4547	3.9771	3.8127	3.3	4.5152	2.7625	3.7682	0.75538	1.6318	2.1153	2.0128	2.246	2.9597	4.8321	5.524	7.1087	4.391	3.3351	5.2663	2.3628	2.2908	1.5103	2.9134	2.8896	4.0981
ENSG00000059804	10.2704	12.7711	14.7312	21.6224	23.7565	13.3011	791.1229	594.716	1047.0455	3.5595	4.6478	6.7441	0.035802	0.43965	0.11997	18.6398	15.2321	17.1612	35.6022	36.7025	43.4578	20.1055	29.7186	26.0492	3.103	4.3415	3.3586
ENSG00000059915	0.016097	0.059351	0.025085	0.1788	0.14995	0.20627	1.0556	0.57592	1.2523	0	0.035458	0	0.013692	0.13739	0.013402	0	0.073217	0	0.029336	0	0.015776	0.62024	1.1825	1.6588	0.022323	0	0.016112
ENSG00000060069	4.1128	5.2746	6.2942	5.8502	3.3849	3.7572	3.0406	2.2259	4.2048	0.32106	0.72137	0.589	7.742	6.1009	4.4459	7.884	4.6328	4.3857	6.2692	4.6897	3.0138	5.8207	8.0853	10.144	4.1409	2.7848	3.4696
ENSG00000060138	99.5803	102.6119	104.6002	121.1339	126.4498	89.2972	109.6432	138.341	117.1374	7.5963	24.9302	18.7914	132.0614	131.0785	176.6285	59.1322	55.5597	68.7574	103.7357	90.5307	85.6616	229.5208	214.0752	203.453	173.7124	176.7349	194.439
ENSG00000060140	0.2019	0.16729	0.28606	0.63289	0.51283	1.4293	0.79459	0.50202	1.0271	0	0	0	5.3969	7.2955	3.3291	0.60952	0.47299	0.60634	0.23402	0.090379	0.19789	2.553	1.6358	2.0553	0.24187	0.40771	0.20206
ENSG00000060237	67.3756	70.4671	69.93	27.6734	26.3504	35.3366	30.5552	21.8393	41.2423	2.6588	4.8814	3.9055	44.9647	61.9747	30.0339	46.8618	51.3362	51.1264	29.267	35.9453	40.2932	91.5095	81.8051	78.7121	63.1557	94.9347	78.3641
ENSG00000060339	33.1831	40.4286	46.5715	17.8011	17.6968	25.2219	55.8844	35.4671	46.0234	37.3653	26.4045	28.1364	36.4916	37.2968	22.3633	25.0902	18.0391	25.9511	25.4083	32.1543	28.6674	50.3844	34.6156	30.5231	27.5689	33.5719	27.8197
ENSG00000060491	13.1596	16.8434	15.811	15.4441	14.5526	14.9938	38.6148	25.6894	42.9799	8.115	21.8608	36.9491	21.8993	23.2711	15.9827	28.4568	25.0557	24.9889	26.4359	24.3626	18.5291	24.9475	26.2039	30.8839	26.9415	13.9287	21.1011
ENSG00000060558	0.026696	0	0.041614	0	0	0	0.093252	0	0.11322	0	0	0	22.4653	28.1329	22.2164	0.038559	0.76828	0.027567	0.09704	0	0.078515	0.14126	0.12534	0	0.036985	0.026898	0.080098
ENSG00000060566	0.02126	0	0	0	0	0	3.45	2.644	3.2203	9.3891	23.2806	31.5722	0	0	0.036653	0	0	0	0.038694	0	0	0	0	0	0	0	0
ENSG00000060642	12.1188	13.2025	11.4995	12.3539	10.4707	12.0772	9.2753	6.2349	9.5088	1.6979	4.0937	3.8573	4.5018	6.5803	4.5718	12.7617	17.0522	12.2485	15.5836	16.6427	15.8593	9.6174	11.0192	11.9089	5.4276	5.3229	6.2915
ENSG00000060656	9.8081	9.7613	6.6705	8.4266	6.6438	5.8284	11.5039	9.6195	15.5179	2.7261	7.245	7.703	22.4621	27.5486	15.016	0.67063	0.4629	0.42787	4.8029	4.9467	3.1783	5.6362	6.6805	8.0542	1.1448	0.72505	0.9125
ENSG00000060688	40.4239	41.22	44.8345	25.2232	28.2783	34.707	44.726	42.5056	54.3246	2.6869	5.2092	3.3063	50.8175	48.3005	35.6608	61.2562	57.1792	68.4944	52.9312	59.1326	58.4513	107.2459	105.4779	98.1467	82.3401	75.464	77.3557
ENSG00000060709	0.017371	0	0	0	0.0171	0.047016	0	0.019086	0.01175	0	0	0	0.0070924	0	0	0	0.084575	0.067452	0.013384	0	0	0.25873	1.125	0.55705	0.081458	0	0
ENSG00000060718	1.2195	1.3141	1.0795	29.594	30.4127	20.8261	0	0	0.020613	0.030348	0	0.030224	0	0	0	0.33721	0.15401	0.29127	54.915	38.4828	40.6053	14.8624	25.6404	30.7849	21.0289	24.7946	18.0642
ENSG00000060749	18.3043	16.6671	16.7551	6.7098	6.7863	8.0407	10.8347	4.7421	10.311	0.64822	2.3694	1.517	9.8909	9.2592	6.8884	17.2666	14.1399	21.0225	9.3994	9.6431	12.2878	37.9227	42.1887	32.7902	15.1985	30.1276	24.5403
ENSG00000060762	13.173	12.2578	9.497	28.4705	29.1678	20.9236	50.3751	28.9879	35.7539	14.8164	90.2781	75.5964	21.4752	14.7449	16.144	33.6316	25.8763	32.0621	45.946	43.0079	54.6911	30.9586	34.4594	36.2795	28.8642	36.5031	37.3445
ENSG00000060971	37.1476	41.4845	41.9256	40.8571	44.2736	44.0584	48.3936	48.2299	43.0637	18.0173	75.1699	60.9873	89.1063	81.909	62.961	38.3835	38.4084	36.6703	49.1927	52.7482	45.3291	24.5966	23.9076	24.4853	40.9683	35.1747	36.4217
ENSG00000060982	10.9126	14.4236	24.4834	25.4722	23.6702	12.5555	58.3443	31.4683	53.0908	1.5823	5.7553	4.5784	9.1884	5.3641	9.6145	0.11018	0.020104	0.093622	2.141	1.2679	2.4276	97.6806	73.8271	75.7273	39.7733	82.4859	68.0484
ENSG00000061273	9.0915	17.1447	11.5582	22.0744	14.1021	25.1319	6.0559	6.0676	14.2647	0.16752	0.27972	0.23605	19.6014	17.0744	6.2653	17.0834	12.1673	11.3709	3.7727	2.3613	1.4258	24.359	30.6366	46.2877	15.4367	8.3302	17.8045
ENSG00000061337	0.01951	0.035037	0	3.3853	2.8322	6.7376	0.10257	0.067384	0.11257	0.023163	0	0.055621	0.10893	0.2951	0.20368	39.8659	36.2679	31.5605	67.9683	58.9914	41.0346	2.152	2.2722	2.5212	1.3575	0.98364	1.2299
ENSG00000061455	0.11821	0.039534	0.073658	0.12515	0.075836	0.0089514	0.10718	0.030762	0.05541	0.010215	0.012453	0.0087552	0.34959	0.44878	0.39552	0.11295	0.10771	0.1783	0.03074	0	0.028961	0.011883	0.019773	0.052823	0.23044	0.25566	0.32049
ENSG00000061492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061656	1.6009	1.4099	1.6667	5.8375	5.6167	2.2365	6.871	3.8958	5.5044	3.4587	5.8254	12.2128	0.74221	0.70345	1.8304	1.9335	3.3487	2.3911	0.25164	0.37939	0.25242	1.9075	1.5284	1.2436	0.21129	1.7496	0.36672
ENSG00000061676	88.2706	80.4387	70.656	66.4808	64.2182	59.7211	90.2198	48.3051	88.2897	4.4715	16.6787	13.2382	83.6997	73.8464	78.019	103.1679	87.0342	123.6593	134.2721	115.7372	156.2857	134.6814	128.5908	110.0489	52.4588	104.9245	92.7095
ENSG00000061794	154.9051	141.4661	138.4415	40.4313	39.3683	43.7625	169.296	136.4892	169.5854	5.6773	23.0674	19.5924	79.4568	62.3212	78.1061	47.0134	40.892	55.6337	90.1909	75.092	94.5678	74.1662	54.2974	47.892	77.0644	89.097	87.5417
ENSG00000061918	1.0038	0.96872	0.94876	1.7829	1.8584	1.1246	0	0	0	0	0	0	3.3823	2.6044	1.436	0.042674	0.026582	0.054303	0	0	0	2.5215	4.3489	4.1432	7.6686	10.8975	9.3893
ENSG00000061936	9.4722	9.8843	7.9584	7.7563	4.8772	10.6586	15.7393	11.6805	13.4022	4.9252	9.9007	12.4127	19.3487	17.0316	12.0607	24.2102	17.4386	16.6068	11.4129	10.8425	7.287	14.9068	17.5849	18.1084	10.671	7.7611	11.7123
ENSG00000061938	2.6365	5.771	6.1618	11.0104	9.0197	10.1366	11.6596	7.8879	13.0901	1.653	3.2167	4.4334	25.0024	23.7095	11.8427	11.6789	11.6772	11.3128	13.2957	16.3755	8.5136	4.7687	7.3384	10.0482	28.1522	21.0471	24.5037
ENSG00000061987	15.4736	13.8759	12.8259	5.6237	6.1737	5.8373	2.476	1.5666	5.2	0.10355	0.38366	0.31471	6.6848	5.0223	2.8786	13.4173	12.4237	15.7451	5.7629	4.2516	7.4325	8.4421	8.8998	9.0507	4.2733	5.8521	6.7766
ENSG00000062038	0	0.022171	0	0	0.073159	0.037029	65.414	62.3787	60.1045	0.0097966	0	0	36.9687	40.1463	46.9976	0	0.016376	0.030976	5.288	9.9932	6.2636	0.049294	0	0.022578	0.081307	0.010854	0.04325
ENSG00000062096	0	0	0	0.029136	0	0	0	0	0	0	0	0	0.044569	0	0.043677	0	0	0	0	0	0	0	0	0	0.75942	0.40715	0.23084
ENSG00000062194	51.1051	45.7457	44.5857	32.2463	34.8067	28.4563	100.4845	58.0515	76.2042	2.9384	10.0874	9.4365	52.7094	50.6316	48.6647	43.1474	47.4695	55.2449	40.6956	42.5005	44.7639	63.4601	70.7424	63.8209	44.5016	63.1914	54.4656
ENSG00000062282	1.4263	1.6874	2.519	0.95274	1.0089	0.85695	37.6136	41.3764	45.5818	7.5183	28.9533	29.0512	20.7775	30.2513	21.7995	17.8513	17.7003	16.9993	2.3823	2.4277	2.8565	10.8939	7.5338	6.4608	7.3727	7.6045	7.0882
ENSG00000062370	2.7286	1.7498	2.2028	2.2974	2.5646	2.2668	3.7764	1.4574	2.3927	0.040048	0.2082	0.42687	3.0458	3.9065	2.5401	2.8824	2.8	3.0597	2.6478	2.5874	3.3177	4.0261	7.5528	6.471	2.3219	3.8098	2.5466
ENSG00000062485	147.6508	159.9843	174.3171	74.2248	70.8757	123.302	83.9652	83.7632	175.7349	7.1927	4.0672	3.0179	154.3404	131.5218	73.752	141.3617	123.8543	140.3437	104.2965	106.524	112.04	220.5977	190.6559	173.5451	121.9373	133.1424	115.1317
ENSG00000062524	0	0	0	0.17697	0.40856	0.16468	4.0044	3.1237	4.5523	0	0	0	0	0	0	0.12355	0.15996	0.096669	0	0	0	0.067607	0.14998	0.20009	0	0.032214	0.020673
ENSG00000062582	134.7387	147.4017	144.0573	172.4763	192.0104	154.2699	144.7285	154.5462	141.3886	16.5989	77.0106	60.6719	118.8171	102.9249	113.8913	152.3848	176.9938	137.0704	98.1048	79.1161	71.3346	170.4775	167.6681	188.8948	145.7775	125.9873	162.1732
ENSG00000062598	23.075	21.5213	24.6812	24.1487	24.0365	22.1342	42.2575	38.1124	44.7374	2.7792	9.842	10.235	15.8018	17.631	12.448	28.1924	29.2809	26.0826	24.1176	27.5034	25.8072	45.6041	50.8887	48.1034	14.6246	16.3044	16.1795
ENSG00000062650	14.1536	13.6445	15.4896	16.5617	18.6781	17.59	24.9849	14.755	24.742	1.5005	1.2866	2.0088	19.063	18.9165	10.4969	15.8429	13.8324	18.3346	14.2438	15.0484	18.3463	33.0906	31.7956	29.6811	19.9609	31.1108	27.0319
ENSG00000062716	147.3183	132.472	113.9594	42.3739	47.2466	46.4296	54.5838	43.1017	55.7177	4.5276	14.0988	10.2678	44.4619	43.5108	39.4245	81.2471	91.5072	98.5625	128.9496	138.5245	142.4188	97.2867	94.7789	78.2431	66.7933	79.6298	70.8842
ENSG00000062725	17.3154	14.6932	9.2183	11.6396	13.2842	9.0895	11.8892	4.6406	8.3179	0.83791	2.2717	1.622	12.6542	14.9077	12.6959	9.7418	9.2033	15.5217	8.7263	10.6021	11.15	40.1293	42.0386	31.0565	7.5296	14.5077	12.6874
ENSG00000062822	13.0569	23.0964	26.1617	3.4917	0.88576	10.4342	10.8433	10.5197	19.0427	1.0549	3.2427	5.3261	26.3084	24.2976	10.2246	17.3307	17.007	16.0843	21.6542	19.3306	13.1315	31.0074	49.9797	53.1332	29.0743	16.852	26.8905
ENSG00000063015	0	0.01188	0.13846	0	0	0	0.032644	0	0	0.095532	0.054971	0.057837	0.021186	0.019284	0	0.071697	0	0.012842	0	0	0.012193	0.026357	0.014615	0.052046	0	0.062573	0.024914
ENSG00000063046	363.4171	308.715	300.6554	159.4482	178.4164	167.2489	271.5117	174.7256	346.1005	24.0228	80.7461	56.4283	191.9756	194.4237	155.5917	223.7802	285.9706	229.731	279.1993	325.251	304.3815	331.4339	345.0818	349.2089	142.7493	167.8832	158.8353
ENSG00000063127	1.4883	1.3971	2.3255	1.3551	1.7475	0.65415	0	0.16669	0.2951	0	0.013733	0	0.18566	0.028238	0	0.032625	0.41105	0.48427	0	0.41087	0	3.9122	5.2386	3.4144	0.56628	0.37068	0
ENSG00000063169	6.7845	7.5867	12.3379	5.5296	7.4789	8.9359	6.3579	5.378	8.469	0.84792	0.25312	0.39155	9.6613	13.2847	6.055	14.5163	9.9628	9.0216	6.3146	8.4239	8.093	11.514	12.5101	11.0071	5.2314	8.5242	7.475
ENSG00000063176	3.4121	5.5766	4.5147	4.9256	3.1111	5.5248	16.0084	10.1343	22.0253	0.55928	1.6323	1.3365	3.251	2.3091	1.0616	11.1992	8.3703	7.8132	9.3954	6.4061	4.2685	2.1913	3.0396	4.2408	12.3369	6.327	14.1328
ENSG00000063177	977.4959	1329.158	1280.0042	1159.5923	905.7024	1066.3261	1718.3553	1691.439	1714.9266	576.3533	1803.5559	2229.6839	2144.0564	1909.7717	2079.9304	1228.8493	1057.9395	817.3985	1299.2381	1181.1535	728.7757	704.4857	917.8831	1219.5283	1865.2924	829.1622	1509.7203
ENSG00000063180	10.5823	6.7279	7.0212	3.3145	3.4782	2.1801	2.5566	2.5764	3.83	0	0	0.054356	0.48033	0.33173	0.96815	0.70395	1.2398	0.97582	11.6442	15.8875	12.6915	8.5634	20.6276	23.5939	1.7445	1.2383	0.7242
ENSG00000063241	42.6737	50.4771	41.7362	55.1387	45.6517	54.8167	23.5728	25.8179	27.6934	13.0188	60.5751	55.4757	55.4568	49.0096	47.2452	51.3235	39.0355	40.068	82.4564	49.2111	37.2965	32.0581	51.2343	66.8847	46.055	23.8025	53.721
ENSG00000063244	142.9281	212.594	215.7573	92.8773	81.8618	146.432	88.2076	102.8616	127.409	13.0118	41.3395	40.4602	281.8928	272.3801	176.7856	189.301	136.8373	154.0595	135.4187	151.726	95.1745	151.9443	125.6279	152.8388	190.0741	114.5266	159.2016
ENSG00000063245	34.1811	52.906	48.788	46.8318	30.8148	45.0502	25.3818	25.6955	33.1255	9.8195	29.6206	38.7207	53.5729	35.0508	31.1851	56.0835	39.47	37.5817	35.2766	24.9956	14.9624	22.1125	32.3502	47.6879	61.7366	29.1548	62.3344
ENSG00000063322	49.3846	53.0579	51.9155	19.5472	20.2992	25.8011	25.2038	18.6494	29.1903	1.935	7.9276	9.1296	27.424	26.4397	20.9332	30.7077	32.5454	27.0334	26.2608	27.9835	21.1397	19.1047	22.2009	27.7873	26.2521	21.9351	26.429
ENSG00000063438	0.64811	1.4556	0.69971	16.6368	15.7817	23.6528	0.089826	0.044042	0.071801	0.0066583	0.090488	0	0.074104	0.045474	0.031124	31.2237	29.9313	28.1799	4.6146	3.5782	2.375	2.1629	2.4995	2.8075	0.42509	0.51454	1.0506
ENSG00000063515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074462	0.26449	0	0	0
ENSG00000063587	6.3222	5.9914	5.6558	7.4259	8.1395	6.972	3.62	2.2487	3.4564	1.1441	3.4186	3.425	3.59	3.713	2.4138	6.7043	4.8998	6.4018	8.3089	7.0632	7.9096	6.998	9.0588	8.6336	7.5041	9.3633	9.0094
ENSG00000063601	22.1976	22.5295	20.4199	12.3764	14.015	14.2621	9.0655	6.7355	14.1685	0.24551	0.90023	0.59206	20.3807	18.7031	15.9812	18.4543	19.7642	21.4927	10.6793	13.8302	13.712	19.0646	13.4065	12.1643	20.629	28.5465	27.706
ENSG00000063660	17.6509	32.9993	27.4787	154.3758	83.8813	111.4751	8.3634	11.1755	14.9801	1.6014	3.6658	3.6857	59.9943	38.8423	31.0621	124.159	98.7481	80.7474	34.1559	17.908	10.5783	44.6553	83.9726	126.2281	50.3915	19.078	47.7045
ENSG00000063761	6.3858	7.5363	8.3669	5.2901	5.0914	4.711	3.3792	5.5506	3.7811	0.5432	1.4607	0.95615	8.4019	11.3001	7.3735	6.494	7.351	7.4973	5.9899	6.4344	4.6376	1.7447	2.6249	2.5175	5.4942	3.6568	4.7542
ENSG00000063854	43.8882	56.2486	55.7791	37.69	31.2025	45.7187	50.4013	49.3262	53.9952	15.4556	71.4348	75.3359	17.5734	23.036	19.8303	57.5641	56.998	45.2578	52.7003	64.7754	46.6143	16.7001	27.6315	32.3088	55.835	43.8794	60.7583
ENSG00000063978	45.9548	48.8956	55.2146	29.0675	30.0221	40.2023	37.017	27.3656	49.2159	1.8188	4.8386	3.2573	35.9373	36.8799	26.7637	51.501	43.2379	53.0921	37.5045	36.4833	40.5584	34.6152	32.6332	32.3066	71.5755	76.4131	71.3462
ENSG00000064012	20.7719	23.69	19.4434	10.8634	10.3465	13.328	19.2588	17.603	25.4308	1.3342	1.9733	2.0184	27.206	33.6168	19.0282	22.6732	24.5015	21.0524	33.4129	27.1381	31.3323	26.0332	21.3476	25.1535	7.4813	7.9373	5.9953
ENSG00000064042	73.4235	70.5479	65.2292	79.3895	85.8852	62.8243	1.9356	2.2345	3.5203	0.012067	0.016386	0.013862	63.4612	80.811	62.524	75.599	64.7393	83.3707	2.7216	3.547	4.0838	32.362	57.7086	54.0039	60.031	87.5652	59.2803
ENSG00000064102	27.6995	22.6806	25.8676	24.3208	24.5027	21.1439	64.1134	54.5457	43.3288	3.6842	14.3286	14.9716	24.7137	26.6064	28.8853	22.0331	20.1205	27.0507	45.6728	42.023	51.1324	43.9945	33.6214	29.2592	33.9929	45.6145	43.5423
ENSG00000064115	117.3764	110.255	102.086	34.0911	36.8803	50.7307	38.8647	32.9016	56.4412	2.1683	4.8287	4.543	143.5709	135.6107	111.2291	55.5016	65.9856	75.8635	188.1979	210.144	203.8367	75.9672	96.6687	84.2975	55.1779	75.598	76.2923
ENSG00000064195	0.064211	0.10213	0.10008	0.52255	0.097901	0.68687	2.0385	0.7605	1.7241	0.019151	0.031303	0.098628	1.5231	1.5153	0.94379	0	0.12761	0.087642	0.075833	0.070279	0.041961	0.13595	0.37695	0.1759	0	0	0
ENSG00000064199	36.3901	34.2555	35.4091	13.6571	10.2666	39.074	13.6668	17.3534	10.2346	0.60884	5.929	7.932	12.6174	12.033	13.32	40.0441	24.3218	30.7058	11.6801	9.3674	10.8617	26.3975	37.9308	36.5586	20.9322	25.0327	18.5187
ENSG00000064201	0	0	0	0	0	0	0.77639	0.21899	0.80586	0.075194	0.091419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064205	6.4321	20.8821	16.5228	0.62308	0.29818	0.2722	0	0	0	0	0	0	0	0	0	1.7696	2.0629	1.1844	0	0	0	0.1406	0.26494	0.27259	0	0	0
ENSG00000064218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22022	0.61064	0.32597	0	0	0
ENSG00000064225	0.53084	0.54377	1.4443	0.15037	0.22617	0.33197	30.5147	10.4741	21.4803	0.81517	3.59	0.88177	0	0	0	4.5146	9.1107	12.9395	49.9397	62.2706	55.6046	3.0527	3.7461	3.3089	0.63611	2.4562	1.6349
ENSG00000064270	0.20361	0.1884	0	0.041539	0.064926	0.028873	6.7175	4.5878	9.8856	0	0	0.024172	8.4944	10.4951	6.7625	0	0	0	0	0	0	0.092678	0.04699	0.076839	0	0	0
ENSG00000064300	0.079598	0.06022	0.024809	0.035367	0	0.051	0.16701	0.087131	0.26987	0.53011	1.2275	0.74979	0.013542	0.21594	0.26509	81.0838	103.091	62.0833	17.8438	7.2103	9.7205	1.4667	7.7028	8.5208	4.8129	5.9911	6.9475
ENSG00000064309	5.1294	5.2413	3.5089	0.6921	0.99923	1.2481	0.6022	0.32663	1.5365	0.23195	0.60715	0.57977	0.57669	0.082314	0.068334	4.9943	6.5733	6.0387	5.4761	5.2848	4.5967	7.0708	9.8115	8.211	11.7856	16.7587	13.3151
ENSG00000064313	19.6436	17.3739	18.0639	12.5387	13.1344	17.5421	8.1343	4.9901	10.5904	0.43668	0.50444	0.52278	21.0846	19.594	13.9231	17.2237	17.6583	22.6896	19.3585	19.4744	20.6277	43.3142	37.9701	35.9067	18.6529	30.0163	25.0284
ENSG00000064393	16.0196	11.6726	11.8165	1.745	1.6635	2.417	2.1216	1.2506	2.5888	1.4828	4.1623	3.4442	0.21423	0.25188	0.23717	46.5105	46.1288	47.2733	2.1913	1.9444	2.3879	9.2281	7.3868	7.2745	9.4131	14.8101	14.1131
